Symbol,Open,High,Low,Last Traded Price,Change,%Change,Traded Volume(lacs),Traded Value(crs),52 Week High,52 Week Low,365 Days % Change,30 Days % Change
"AEGISCHEM","240.00","245.75","240.00","242.30","3.65","1.53","6.09","14.80","387.90","200.10","7.93","-10.98"
"VIPIND","495.00","509.80","494.25","503.45","7.50","1.51","4.54","22.84","517.45","270.00","72.74","9.29"
"TATAINVEST","1,295.80","1,315.05","1,293.00","1,309.65","19.30","1.50","0.54","7.09","1,385.00","812.50","54.95","7.24"
"SUNTECK","496.00","507.00","486.00","497.95","7.35","1.50","14.79","73.49","507.00","244.35","92.33","41.16"
"GRINDWELL","1,427.25","1,449.80","1,408.10","1,436.05","20.70","1.46","0.34","4.90","1,510.70","514.10","169.30","14.20"
"STLTECH","285.00","288.50","282.00","286.00","4.00","1.42","6.59","18.83","318.00","139.25","-","-"
"KEC","453.55","461.95","445.00","459.95","6.40","1.41","2.69","12.17","486.00","298.50","50.31","23.01"
"SOBHA","819.00","840.00","791.20","822.00","11.40","1.41","6.69","54.80","848.00","200.25","251.51","41.50"
"SEQUENT","219.40","224.00","218.00","221.00","3.00","1.38","8.66","19.19","336.50","136.85","46.94","-5.86"
"IOLCP","564.65","574.00","563.00","570.00","7.75","1.38","2.05","11.62","807.00","522.00","-24.13","4.52"
"TCNSBRANDS","634.95","645.00","628.00","637.85","8.60","1.37","0.14","0.90","706.05","365.15","63.64","14.63"
"SUDARSCHEM","667.45","689.80","666.35","672.95","8.60","1.29","3.97","26.85","794.00","433.00","46.23","18.64"
"VAKRANGEE","40.25","42.55","39.80","40.10","0.50","1.26","157.13","64.69","69.85","24.50","57.56","1.78"
"DISHTV","21.20","21.70","20.65","20.85","0.25","1.21","110.48","23.26","23.35","8.70","64.82","61.00"
"THYROCARE","1,269.00","1,289.65","1,260.55","1,278.10","14.50","1.15","1.03","13.15","1,465.00","740.75","62.49","-0.18"
"MRPL","44.25","45.15","43.55","44.70","0.50","1.13","9.82","4.35","56.60","25.25","62.84","7.32"
"EIHOTEL","124.40","125.95","121.10","124.75","1.35","1.09","20.51","25.42","125.95","71.90","57.91","19.04"
"ROUTE","1,997.70","2,024.90","1,981.10","2,018.50","21.20","1.06","1.30","26.19","2,307.00","687.60","144.89","6.71"
"STARCEMENT","109.00","111.00","108.05","109.15","1.15","1.06","3.16","3.46","120.00","75.35","28.79","-6.07"
"RALLIS","288.00","296.80","288.00","290.00","2.80","0.97","3.93","11.46","362.60","232.35","1.40","6.27"
"VMART","3,685.00","3,685.00","3,584.40","3,623.30","33.85","0.94","0.18","6.56","4,085.00","1,880.50","73.70","2.29"
"AVANTIFEED","551.80","556.50","551.25","556.00","5.20","0.94","0.97","5.41","674.85","410.00","13.49","3.20"
"SUNCLAYLTD","3,395.45","3,427.00","3,382.60","3,410.00","31.45","0.93","0.02","0.81","4,250.00","1,553.85","110.05","-4.06"
"VENKEYS","3,029.90","3,075.05","2,984.00","3,018.30","27.35","0.91","0.49","14.90","3,955.00","1,285.00","128.01","15.70"
"ZENSARTECH","510.80","524.80","506.00","512.25","4.50","0.89","7.00","36.25","587.00","172.30","155.23","16.97"
"INTELLECT","697.00","717.05","695.50","697.60","5.55","0.80","4.20","29.74","892.00","195.25","243.73","12.75"
"IIFL","274.80","276.00","266.65","274.20","2.10","0.77","3.44","9.38","346.30","73.80","247.97","-3.55"
"IEX","603.00","615.00","603.00","605.70","4.50","0.75","23.24","141.63","619.20","181.00","219.04","40.63"
"SHOPERSTOP","251.45","257.00","248.60","251.65","1.80","0.72","1.23","3.11","290.60","153.52","49.30","5.96"
"FCONSUMER","7.30","7.45","7.30","7.35","0.05","0.68","27.39","2.01","11.95","5.85","-11.45","8.09"
"GRANULES","323.50","329.50","322.25","323.85","2.05","0.64","12.58","40.98","437.95","295.00","-10.83","-3.02"
"ASAHIINDIA","359.20","365.30","359.20","361.25","2.05","0.57","0.23","0.82","408.30","201.10","73.05","8.13"
"REDINGTON","145.00","145.60","144.10","144.85","0.80","0.56","6.91","10.01","179.00","54.20","26.01","-3.37"
"SYMPHONY","1,058.90","1,063.00","1,041.00","1,060.00","5.80","0.55","1.18","12.40","1,528.80","820.00","23.67","16.86"
"RITES","275.00","278.35","273.60","276.10","1.35","0.49","1.04","2.87","303.00","232.20","12.81","7.66"
"SHRIRAMCIT","2,216.90","2,216.90","2,162.45","2,203.95","10.40","0.47","0.29","6.43","2,602.00","773.95","142.54","12.25"
"PRSMJOHNSN","123.50","125.10","122.00","123.15","0.55","0.45","0.57","0.71","149.45","54.05","118.54","-1.87"
"CAMS","3,442.25","3,464.40","3,413.25","3,420.20","14.85","0.44","0.86","29.41","4,067.40","1,260.00","-","-"
"DHANUKA","835.00","836.75","820.00","836.00","3.45","0.41","0.63","5.26","1,053.90","658.00","9.12","-2.44"
"JAMNAAUTO","89.70","91.10","88.80","90.30","0.35","0.39","5.85","5.26","100.00","39.80","91.92","11.41"
"HSCL","52.55","55.00","51.40","52.45","0.20","0.38","74.61","39.70","62.30","37.50","4.07","19.20"
"CHALET","209.50","209.50","202.75","206.85","0.75","0.36","5.61","11.58","217.70","122.65","45.11","26.71"
"WELCORP","128.00","129.00","126.80","127.75","0.40","0.31","7.36","9.40","165.90","97.65","24.88","10.56"
"TASTYBITE","18,351.00","18,550.00","18,350.60","18,470.05","56.25","0.31","0.01","1.27","21,487.00","9,801.00","83.90","0.58"
"SPARC","291.00","292.95","289.00","290.90","0.80","0.28","2.58","7.49","312.00","141.00","71.42","2.81"
"ALKYLAMINE","3,930.00","3,952.00","3,900.75","3,929.40","10.65","0.27","0.41","16.19","4,749.00","1,138.00","29.11","-0.68"
"CAPLIPOINT","899.30","929.50","880.90","898.30","2.45","0.27","4.91","44.54","1,034.80","401.00","62.02","20.83"
"BLUEDART","6,477.35","6,494.95","6,407.35","6,460.70","15.60","0.24","0.08","5.04","6,544.00","2,662.65","131.72","13.74"
"BLISSGVS","112.35","112.35","111.00","111.70","0.25","0.22","0.71","0.79","221.00","91.65","-26.49","11.14"
"RHIM","361.00","365.50","357.05","360.35","0.80","0.22","0.39","1.39","407.00","181.25","-","-"
"SOLARA","1,665.00","1,677.25","1,644.95","1,661.90","3.70","0.22","0.29","4.85","1,859.95","916.20","75.95","0.05"
"BRIGADE","421.00","425.95","415.80","421.50","0.70","0.17","7.25","30.51","439.00","154.55","153.23","35.66"
"SCHNEIDER","115.50","118.10","114.55","115.05","0.20","0.17","4.36","5.07","147.15","67.60","43.63","-1.54"
"EQUITAS","119.95","120.20","117.10","119.45","0.20","0.17","7.53","9.02","138.20","40.20","137.95","-0.91"
"VARROC","296.00","303.00","294.15","295.30","0.45","0.15","2.61","7.76","477.65","260.00","0.78","2.39"
"LAOPALA","297.70","300.95","294.75","296.65","0.40","0.14","0.56","1.66","326.00","196.35","41.53","9.02"
"SPANDANA","592.45","595.95","589.25","592.85","0.80","0.14","0.31","1.86","830.00","479.80","14.03","-4.29"
"FINCABLES","500.00","502.80","491.10","500.00","0.65","0.13","0.84","4.16","557.70","255.50","83.99","9.90"
"RESPONIND","125.60","126.95","124.05","125.10","0.15","0.12","0.36","0.45","202.00","93.05","30.72","3.82"
"MMTC","43.95","44.30","43.40","43.65","0.05","0.11","5.78","2.54","63.95","15.70","159.05","4.93"
"BIRLACORPN","1,310.00","1,316.00","1,293.80","1,305.00","0.75","0.06","0.49","6.46","1,585.00","599.10","105.46","1.24"
"PHILIPCARB","255.30","262.50","252.60","254.85","0.05","0.02","13.79","35.61","277.00","116.25","109.93","6.61"
"HEIDELBERG","259.75","259.75","255.75","256.80","0.05","0.02","0.65","1.68","284.95","174.20","43.06","1.12"
"LAXMIMACH","8,138.00","8,138.90","7,951.20","7,975.35","1.05","0.01","0.04","3.18","8,880.45","3,442.00","126.58","1.80"
"UCOBANK","13.50","13.55","13.30","13.45","0.00","0.00","17.01","2.28","16.35","10.75","9.80","6.75"
"UJJIVANSFB","20.00","20.05","19.80","19.85","0.00","0.00","12.48","2.48","44.60","17.80","-38.45","-1.98"
"TRIDENT","24.75","24.85","24.30","24.35","0.00","0.00","54.51","13.36","26.25","6.25","277.52","19.07"
"SUZLON","6.40","6.45","6.30","6.35","0.00","0.00","86.64","5.51","9.45","2.70","115.25","5.83"
"ECLERX","2,292.15","2,351.00","2,260.05","2,292.00","-0.15","-0.01","0.41","9.36","2,457.00","669.00","230.50","32.81"
"FLUOROCHEM","1,784.85","1,820.00","1,755.55","1,766.70","-0.15","-0.01","1.18","21.28","1,825.00","442.15","246.96","2.91"
"GARFIBRES","3,366.60","3,420.00","3,366.00","3,386.00","-0.20","-0.01","0.04","1.21","3,644.70","1,780.30","81.14","7.33"
"GAEL","175.40","176.35","173.10","173.90","-0.05","-0.03","1.24","2.16","201.60","100.28","-17.54","7.38"
"JUSTDIAL","990.00","990.00","986.50","988.85","-0.30","-0.03","2.13","21.04","1,138.00","332.30","173.28","3.83"
"VALIANTORG","1,392.00","1,428.55","1,379.00","1,379.60","-0.35","-0.03","0.51","7.14","1,991.00","1,121.00","-","-"
"HAPPSTMNDS","1,475.00","1,475.00","1,430.50","1,432.00","-0.40","-0.03","1.65","24.06","1,580.00","307.00","-","-"
"BURGERKING","160.35","161.40","159.35","160.20","-0.10","-0.06","4.53","7.27","213.80","108.40","-","-"
"EIDPARRY","439.40","448.00","429.55","432.95","-0.35","-0.08","3.25","14.32","470.30","260.05","50.43","10.73"
"GMMPFAUDLR","4,510.00","4,538.00","4,463.25","4,497.20","-3.80","-0.08","0.12","5.52","5,435.00","3,335.20","6.71","7.01"
"IBREALEST","154.70","161.00","152.50","154.00","-0.15","-0.10","144.92","228.21","174.75","46.30","193.89","8.76"
"RAIN","229.25","234.00","227.20","227.70","-0.25","-0.11","10.26","23.71","272.75","94.00","124.56","8.27"
"BAJAJCON","263.00","263.00","257.30","259.55","-0.35","-0.13","3.17","8.23","324.00","175.00","42.14","5.70"
"INGERRAND","986.35","994.00","974.75","980.05","-1.35","-0.14","0.09","0.84","1,074.90","555.00","63.94","5.74"
"FSL","201.00","204.80","198.20","198.90","-0.30","-0.15","26.64","53.80","242.85","66.50","165.38","8.10"
"CENTURYTEX","941.00","954.00","925.40","937.75","-1.60","-0.17","3.55","33.35","954.00","301.45","181.78","22.56"
"BEML","1,398.00","1,401.55","1,375.00","1,386.10","-2.30","-0.17","0.74","10.28","1,542.20","584.40","129.75","7.54"
"GRSE","193.75","195.50","192.10","192.20","-0.35","-0.18","0.47","0.91","227.50","168.10","11.13","3.89"
"IDFC","55.60","55.80","54.75","55.25","-0.10","-0.18","44.93","24.75","62.90","28.20","75.12","18.95"
"SFL","2,501.90","2,505.80","2,410.00","2,472.65","-5.85","-0.24","0.20","5.02","2,519.00","1,222.15","77.65","8.64"
"CENTRALBK","21.20","21.45","20.90","21.05","-0.05","-0.24","19.68","4.15","29.65","10.10","26.05","7.12"
"WESTLIFE","573.00","577.05","561.00","569.10","-1.40","-0.25","1.10","6.29","584.50","355.10","53.89","10.92"
"MAZDOCK","253.05","255.75","251.70","252.00","-0.65","-0.26","1.57","3.99","296.00","164.00","-","-"
"VAIBHAVGBL","726.00","729.00","716.05","718.05","-2.05","-0.28","0.46","3.30","1,050.00","359.00","-61.03","-0.52"
"CDSL","1,285.00","1,300.00","1,263.00","1,270.00","-3.60","-0.28","1.32","16.82","1,579.00","439.50","-","-"
"GULFOILLUB","593.70","597.10","590.00","592.00","-1.70","-0.29","0.18","1.06","842.00","551.55","-7.41","2.71"
"MAHSEAMLES","317.80","317.80","313.00","314.45","-0.95","-0.30","0.33","1.04","354.40","212.15","44.04","-1.64"
"BASF","3,468.40","3,470.00","3,414.05","3,421.00","-10.70","-0.31","0.11","3.83","3,930.00","1,320.05","138.45","-2.66"
"FRETAIL","48.00","48.45","47.65","47.80","-0.15","-0.31","5.63","2.70","95.30","40.55","-44.87","10.01"
"POLYPLEX","1,747.00","1,747.00","1,717.00","1,725.05","-5.55","-0.32","0.64","11.12","1,894.00","643.35","159.70","13.32"
"MHRIL","242.00","246.50","237.30","239.85","-0.80","-0.33","2.63","6.37","254.75","107.00","44.53","-23.13"
"NILKAMAL","2,880.00","2,880.00","2,848.25","2,850.95","-9.85","-0.34","0.03","0.99","3,180.00","1,234.55","117.51","7.59"
"DELTACORP","234.60","237.00","232.00","232.50","-0.80","-0.34","25.25","59.24","248.00","100.00","123.67","38.23"
"NLCINDIA","57.00","57.60","56.35","56.55","-0.20","-0.35","9.05","5.15","73.75","46.20","11.76","11.21"
"GODFRYPHLP","1,062.00","1,062.00","1,045.00","1,047.55","-3.80","-0.36","0.15","1.61","1,110.00","841.50","14.84","7.57"
"NESCO","620.00","621.95","605.00","614.00","-2.30","-0.37","0.56","3.44","696.80","465.00","10.47","7.62"
"JCHAC","2,190.00","2,199.95","2,181.00","2,182.05","-8.30","-0.38","0.03","0.65","2,940.00","2,031.20","0.11","1.49"
"BSE","1,191.00","1,192.70","1,174.20","1,178.20","-4.65","-0.39","1.37","16.21","1,410.00","466.00","118.83","10.09"
"TRITURBINE","138.15","139.45","137.35","137.60","-0.55","-0.40","0.51","0.71","150.40","66.00","95.45","9.69"
"RATNAMANI","2,179.95","2,202.00","2,162.25","2,180.00","-8.95","-0.41","0.08","1.74","2,248.35","1,153.00","84.91","5.13"
"UTIAMC","1,121.95","1,128.90","1,100.95","1,106.90","-4.65","-0.42","0.87","9.62","1,216.20","471.10","-","-"
"ALOKINDS","23.10","23.20","22.90","22.90","-0.10","-0.43","20.20","4.64","32.25","18.65","-6.53","8.02"
"NH","555.00","557.00","543.75","550.85","-2.45","-0.44","0.52","2.87","566.70","297.80","68.33","16.21"
"JKLAKSHMI","658.00","665.95","645.45","647.50","-3.10","-0.48","2.30","15.09","816.00","243.90","157.66","-7.92"
"DCBBANK","92.95","93.40","91.70","92.00","-0.45","-0.49","4.77","4.41","126.50","74.30","10.44","6.36"
"IOB","20.75","20.85","20.40","20.50","-0.10","-0.49","13.97","2.88","29.00","8.50","121.62","7.61"
"MINDACORP","129.90","130.50","127.60","128.20","-0.65","-0.50","2.09","2.69","148.10","65.10","82.49","3.35"
"RVNL","30.25","30.40","30.10","30.10","-0.15","-0.50","8.28","2.50","35.55","18.05","56.36","8.47"
"SUPRAJIT","314.95","318.00","313.05","313.35","-1.60","-0.51","0.46","1.44","358.00","163.00","85.91","-5.55"
"MAHABANK","18.50","18.50","18.15","18.15","-0.10","-0.55","18.45","3.37","32.00","10.55","62.78","0.55"
"BDL","389.65","393.35","385.05","387.50","-2.15","-0.55","1.31","5.12","429.20","283.05","31.62","2.62"
"MAHSCOOTER","4,798.00","4,799.00","4,676.30","4,700.00","-26.85","-0.57","0.04","2.02","4,843.00","2,737.05","63.92","9.11"
"KNRCON","295.65","297.00","291.25","292.15","-1.70","-0.58","2.21","6.49","343.90","119.00","16.12","-0.90"
"COCHINSHIP","365.60","365.70","361.50","361.55","-2.20","-0.60","0.62","2.24","433.90","303.60","15.86","3.80"
"ENGINERSIN","74.15","74.45","73.30","73.60","-0.45","-0.61","6.52","4.80","93.30","60.40","12.37","8.16"
"MASFIN","791.00","800.55","785.15","787.00","-4.80","-0.61","0.05","0.40","1,110.85","717.40","-3.08","7.28"
"HUHTAMAKI","270.00","271.00","266.40","267.40","-1.65","-0.61","0.33","0.90","352.15","260.20","-","-"
"PRINCEPIPE","707.00","709.45","691.00","696.80","-4.45","-0.63","1.94","13.55","794.40","210.00","203.95","13.67"
"GEPIL","307.05","310.00","302.70","304.55","-1.95","-0.64","0.35","1.08","459.60","177.10","-29.43","4.12"
"AARTIDRUGS","621.00","623.85","613.00","615.50","-4.05","-0.65","0.68","4.21","1,026.95","580.00","-78.50","0.33"
"TIMKEN","1,783.50","1,785.00","1,744.15","1,752.45","-11.70","-0.66","0.11","1.98","1,859.90","1,011.10","60.47","14.13"
"ERIS","754.85","754.85","740.00","741.40","-4.95","-0.66","0.18","1.33","819.70","473.50","40.16","1.53"
"FINPIPE","194.65","194.65","191.00","191.60","-1.30","-0.67","2.47","4.76","200.65","97.41","-62.53","14.29"
"NETWORK18","52.05","52.70","51.50","51.65","-0.35","-0.67","4.15","2.16","58.00","31.35","59.17","8.17"
"MAHLOG","730.00","733.75","719.00","721.80","-4.85","-0.67","0.29","2.10","821.00","311.00","125.70","-2.74"
"ASTERDM","212.00","215.15","206.75","208.50","-1.45","-0.69","5.50","11.65","237.00","129.10","52.86","11.38"
"BHARATRAS","12,599.90","12,599.90","12,320.00","12,354.00","-85.50","-0.69","0.01","1.02","15,131.70","8,480.00","31.11","2.92"
"CGCL","517.60","524.00","509.40","514.00","-3.60","-0.70","0.26","1.33","578.40","216.55","127.48","0.72"
"MOIL","162.95","163.45","161.00","161.20","-1.15","-0.71","1.17","1.90","207.95","120.60","14.98","0.81"
"AMBER","3,135.00","3,172.05","3,100.50","3,109.30","-22.75","-0.73","0.32","9.99","3,662.00","1,865.00","55.98","10.90"
"EPL","253.30","253.30","246.75","250.00","-1.90","-0.75","1.80","4.49","291.95","202.00","-","-"
"UJJIVAN","153.00","154.45","151.00","151.35","-1.30","-0.85","2.61","3.99","310.95","126.05","-26.35","-3.87"
"JKPAPER","241.40","244.00","236.90","236.95","-2.05","-0.86","4.58","11.03","284.90","86.30","161.82","-2.09"
"SCI","117.00","117.65","114.95","115.15","-1.00","-0.86","8.42","9.78","134.65","49.80","115.64","18.77"
"GESHIP","367.05","370.70","360.25","361.05","-3.30","-0.91","1.26","4.59","445.00","210.75","45.06","19.38"
"ADVENZYMES","388.70","391.35","382.90","383.75","-3.60","-0.93","0.98","3.79","503.70","219.15","68.61","3.86"
"BALMLAWRIE","129.30","130.90","127.60","127.90","-1.20","-0.93","2.12","2.74","169.75","97.10","27.52","2.28"
"MIDHANI","186.00","186.60","183.75","183.90","-1.75","-0.94","0.71","1.32","221.85","172.80","-5.67","4.07"
"FINEORG","3,166.00","3,178.45","3,118.45","3,131.50","-30.90","-0.98","0.08","2.55","3,568.80","2,127.15","20.54","10.29"
"GALAXYSURF","3,394.00","3,404.00","3,333.00","3,342.00","-33.90","-1.00","0.08","2.76","3,585.65","1,600.00","86.93","3.90"
"FDC","353.10","357.60","349.10","349.40","-3.60","-1.02","0.60","2.10","404.90","255.20","1.98","5.02"
"NOCIL","296.50","301.50","290.60","291.75","-3.00","-1.02","7.40","21.87","313.50","125.55","116.83","9.85"
"WELSPUNIND","160.00","161.35","155.00","156.10","-1.70","-1.08","62.84","98.43","161.35","56.85","166.16","22.29"
"TATACOFFEE","209.50","209.50","204.20","204.30","-2.25","-1.09","7.13","14.72","246.70","97.70","101.08","3.92"
"JSLHISAR","285.80","288.80","280.00","281.00","-3.20","-1.13","1.94","5.50","309.00","74.75","244.15","1.52"
"RADICO","904.25","911.50","888.45","890.00","-10.45","-1.16","1.87","16.83","965.00","384.00","114.95","2.46"
"QUESS","936.00","950.00","921.10","922.00","-11.00","-1.18","0.53","4.97","989.90","364.00","132.71","12.15"
"VSTIND","3,452.00","3,456.35","3,394.00","3,394.00","-40.95","-1.19","0.03","1.17","4,538.20","3,140.00","-4.06","1.77"
"VTL","1,817.00","1,830.00","1,791.00","1,793.50","-21.55","-1.19","0.22","3.96","2,039.70","720.05","141.84","4.19"
"SWANENERGY","129.45","130.60","127.15","127.85","-1.55","-1.20","0.25","0.32","175.85","113.00","11.22","1.67"
"KALPATPOWR","406.15","412.65","397.15","397.80","-4.85","-1.20","1.84","7.46","496.00","230.50","65.96","3.24"
"SUPPETRO","704.00","711.05","693.00","694.75","-8.70","-1.24","0.13","0.89","815.00","213.95","194.14","-9.56"
"LUXIND","3,716.55","3,716.55","3,626.60","3,634.95","-46.15","-1.25","0.35","12.86","4,350.00","1,316.00","164.87","-10.91"
"DCMSHRIRAM","1,039.00","1,060.00","1,006.05","1,014.00","-12.80","-1.25","0.64","6.61","1,200.00","315.10","176.33","14.55"
"JYOTHYLAB","169.20","169.50","165.75","165.90","-2.15","-1.28","1.11","1.85","187.30","128.00","15.61","5.57"
"WOCKPHARMA","435.20","435.25","425.50","427.40","-5.60","-1.29","2.01","8.65","804.90","266.00","53.49","-4.44"
"INFIBEAM","43.00","43.20","42.00","42.25","-0.55","-1.29","11.53","4.91","113.70","36.70","-42.94","1.08"
"LINDEINDIA","2,820.00","2,834.90","2,751.00","2,762.95","-37.00","-1.32","1.21","33.65","2,945.00","705.00","273.32","20.88"
"TANLA","862.00","862.00","819.60","836.00","-11.15","-1.32","0.26","2.15","1,030.00","250.00","2330.23","-5.18"
"INDIANB","131.95","132.90","129.50","130.20","-1.75","-1.33","15.58","20.49","157.00","53.10","127.82","10.62"
"POWERINDIA","2,388.00","2,419.65","2,337.65","2,350.00","-31.65","-1.33","0.09","2.09","2,525.00","895.85","146.85","27.03"
"ELGIEQUIP","215.50","218.00","210.10","211.10","-2.85","-1.33","1.99","4.29","243.00","101.30","-13.91","7.51"
"CARBORUNIV","878.00","878.00","859.00","863.35","-11.75","-1.34","0.47","4.09","951.95","232.00","242.40","17.13"
"CCL","402.00","402.90","391.55","392.50","-5.35","-1.34","1.11","4.40","494.80","226.35","55.91","-0.91"
"ASHOKA","100.40","101.40","97.50","97.95","-1.40","-1.41","11.01","10.91","118.60","59.75","49.66","-2.29"
"INDIACEM","186.75","187.60","182.60","183.15","-2.65","-1.43","10.39","19.25","211.40","112.60","55.15","12.92"
"NBCC","47.60","47.90","46.10","46.30","-0.70","-1.49","83.17","39.05","59.80","22.20","94.13","4.87"
"GPPL","103.15","104.00","101.30","101.60","-1.55","-1.50","1.79","1.83","124.30","79.50","17.12","1.60"
"UFLEX","554.00","557.95","541.10","542.50","-8.45","-1.53","1.08","5.89","593.90","298.05","75.03","17.78"
"KSCL","591.90","593.95","580.55","581.25","-9.10","-1.54","1.01","5.94","816.65","463.05","10.83","0.17"
"JKTYRE","156.70","157.10","153.35","153.35","-2.40","-1.54","4.00","6.21","166.25","54.60","160.36","3.76"
"PNBHOUSING","671.00","674.40","655.00","659.95","-10.40","-1.55","0.37","2.45","925.00","310.00","102.31","-18.60"
"GREAVESCOT","140.20","141.65","136.80","137.25","-2.20","-1.58","7.25","10.08","184.40","66.00","89.18","3.62"
"NATIONALUM","91.00","91.65","89.20","89.60","-1.45","-1.59","180.04","162.79","102.45","29.10","181.76","11.44"
"GRAPHITE","614.00","614.00","600.00","600.85","-10.05","-1.65","1.47","8.87","815.90","163.15","257.76","-0.34"
"SHARDACROP","338.00","338.00","327.60","327.75","-5.50","-1.65","0.41","1.36","387.00","230.90","26.42","8.06"
"JINDALSAW","117.55","117.55","114.80","114.95","-1.95","-1.67","4.77","5.53","147.60","58.00","79.33","-7.52"
"SWSOLAR","368.05","371.70","360.00","361.90","-6.20","-1.68","5.44","19.87","383.80","183.50","53.54","31.19"
"SIS","476.00","479.00","464.25","466.60","-7.95","-1.68","1.02","4.77","534.80","347.05","24.71","3.33"
"BALAMINES","4,697.35","4,697.35","4,582.55","4,595.00","-78.95","-1.69","0.28","12.74","5,223.55","742.00","475.06","38.21"
"HINDCOPPER","113.75","114.00","110.70","111.15","-1.95","-1.72","17.94","20.19","196.75","31.30","228.36","-2.84"
"ROSSARI","1,481.00","1,496.10","1,460.05","1,466.95","-25.70","-1.72","0.42","6.18","1,593.00","740.95","90.39","10.68"
"MAHINDCIE","234.70","234.80","227.40","228.25","-4.00","-1.72","0.81","1.87","280.70","126.20","63.80","3.73"
"KRBL","288.90","293.30","283.10","285.10","-5.00","-1.72","8.57","24.58","304.00","173.15","12.64","19.44"
"POLYMED","958.15","958.30","932.45","936.95","-16.45","-1.73","0.28","2.66","1,165.00","443.00","103.15","1.38"
"HEG","2,249.00","2,254.00","2,190.00","2,200.00","-38.85","-1.74","0.45","9.95","2,580.00","659.00","207.24","1.86"
